Date,0001.HK,0002.HK,0003.HK,0004.HK,0005.HK,0006.HK,0008.HK,0010.HK,0011.HK,0012.HK
2020-04-14,58.25,81.8499984741211,13.75238037109375,15.220000267028809,41.900001525878906,52.150001525878906,4.44835090637207,17.68000030517578,140.39999389648438,32.54999923706055
2020-04-15,58.79999923706055,82.4000015258789,13.980952262878418,15.119999885559082,41.75,52.75,4.486782073974609,17.6200008392334,140.39999389648438,32.849998474121094
2020-04-16,57.099998474121094,81.94999694824219,13.69523811340332,14.4399995803833,39.95000076293945,51.849998474121094,4.457959175109863,17.31999969482422,136.89999389648438,32.29999923706055
2020-04-17,58.400001525878906,82.4000015258789,13.84761905670166,14.779999732971191,40.29999923706055,51.95000076293945,4.5156049728393555,17.559999465942383,138.39999389648438,32.599998474121094
2020-04-20,58.45000076293945,81.5999984741211,13.771428108215332,14.699999809265137,40.599998474121094,51.70000076293945,4.525211811065674,17.600000381469727,137.3000030517578,32.349998474121094
2020-04-21,57.400001525878906,82.1500015258789,13.371427536010742,14.279999732971191,39.95000076293945,51.29999923706055,4.486782073974609,17.260000228881836,137.89999389648438,31.950000762939453
2020-04-22,56.79999923706055,81.80000305175781,13.104761123657227,13.979999542236328,38.95000076293945,51.25,4.5156049728393555,16.899999618530273,134.89999389648438,31.049999237060547
2020-04-23,57.0,82.0,13.219046592712402,14.0,39.0,52.04999923706055,4.534820079803467,17.239999771118164,134.8000030517578,31.600000381469727
2020-04-24,55.95000076293945,81.80000305175781,13.14285659790039,13.899999618530273,39.150001525878906,51.79999923706055,4.534820079803467,17.100000381469727,133.6999969482422,31.100000381469727
2020-04-27,56.20000076293945,82.4000015258789,13.29523754119873,14.300000190734863,39.650001525878906,51.900001525878906,4.5156049728393555,17.34000015258789,134.0,31.75
2020-04-28,56.95000076293945,83.44999694824219,13.333333015441895,14.239999771118164,40.400001525878906,52.0,4.554035186767578,17.600000381469727,135.6999969482422,31.799999237060547
2020-04-29,57.95000076293945,84.05000305175781,13.523809432983398,14.65999984741211,40.75,52.099998474121094,4.563642978668213,17.760000228881836,137.0,32.20000076293945
2020-05-04,55.70000076293945,81.19999694824219,13.123808860778809,14.5,39.0,50.79999923706055,4.5156049728393555,17.399999618530273,134.5,30.850000381469727
2020-05-05,56.150001525878906,81.0,12.971427917480469,13.979999542236328,39.20000076293945,51.0,4.563642978668213,16.639999389648438,133.6999969482422,30.399999618530273
2020-05-06,56.95000076293945,81.80000305175781,13.199999809265137,14.380000114440918,39.150001525878906,51.29999923706055,4.573250770568848,16.799999237060547,135.1999969482422,30.649999618530273
2020-05-07,56.70000076293945,81.0,13.161904335021973,14.239999771118164,39.0,50.45000076293945,4.582858085632324,16.479999542236328,134.3000030517578,30.299999237060547
2020-05-08,56.79999923706055,80.9000015258789,13.219046592712402,14.479999542236328,39.75,50.400001525878906,4.582858085632324,16.719999313354492,135.5,30.600000381469727
2020-05-11,58.150001525878906,81.3499984741211,13.29523754119873,14.720000267028809,40.45000076293945,51.04999923706055,4.602074146270752,17.200000762939453,137.89999389648438,31.549999237060547
2020-05-12,56.54999923706055,80.25,13.066665649414062,14.479999542236328,39.5,50.70000076293945,4.361882209777832,16.84000015258789,137.5,31.100000381469727
2020-05-13,56.54999923706055,80.44999694824219,13.180952072143555,13.899999618530273,39.45000076293945,50.75,4.381096839904785,16.479999542236328,135.0,30.649999618530273
2020-05-14,55.95000076293945,79.9000015258789,13.009523391723633,13.9399995803833,38.54999923706055,50.599998474121094,4.323451042175293,16.219999313354492,132.39999389648438,30.450000762939453
2020-05-15,56.25,80.0,13.104761123657227,13.9399995803833,38.29999923706055,50.70000076293945,4.313844203948975,16.360000610351562,132.60000610351562,30.25
2020-05-18,56.349998474121094,80.25,13.047618865966797,13.859999656677246,38.20000076293945,48.400001525878906,4.304235935211182,16.31999969482422,132.39999389648438,30.0
2020-05-19,55.95000076293945,81.5,13.428570747375488,14.300000190734863,39.650001525878906,48.45000076293945,4.333058834075928,16.5,135.6999969482422,30.600000381469727
2020-05-20,54.95000076293945,81.19999694824219,13.333333015441895,14.15999984741211,39.20000076293945,48.099998474121094,4.294628143310547,16.360000610351562,135.0,30.399999618530273
2020-05-21,54.79999923706055,81.1500015258789,13.29523754119873,14.180000305175781,39.0,47.95000076293945,4.294628143310547,16.31999969482422,134.8000030517578,30.100000381469727
2020-05-22,52.0,80.0,12.914284706115723,13.920000076293945,37.70000076293945,46.900001525878906,4.188943862915039,15.899999618530273,131.39999389648438,28.950000762939453
2020-05-25,49.849998474121094,77.0,12.266666412353516,13.0,35.79999923706055,43.900001525878906,4.102475166320801,14.920000076293945,123.0,27.5
2020-05-26,50.95000076293945,78.69999694824219,12.609522819519043,13.680000305175781,37.099998474121094,44.79999923706055,4.150513172149658,15.15999984741211,124.0,28.5
2020-05-27,50.650001525878906,78.3499984741211,12.628570556640625,13.779999732971191,37.5,44.70000076293945,4.227375030517578,15.100000381469727,124.4000015258789,28.600000381469727
2020-05-28,49.95000076293945,77.05000305175781,12.266666412353516,13.600000381469727,38.20000076293945,43.29999923706055,4.179336071014404,14.9399995803833,125.5999984741211,28.350000381469727
2020-05-29,48.650001525878906,76.80000305175781,12.419047355651855,13.819999694824219,36.45000076293945,43.650001525878906,4.121689796447754,14.859999656677246,119.5999984741211,28.049999237060547
2020-06-01,49.400001525878906,78.44999694824219,12.952380180358887,14.119999885559082,36.95000076293945,45.20000076293945,4.179336071014404,15.460000038146973,122.5,29.299999237060547
2020-06-02,49.5,78.1500015258789,12.838094711303711,14.300000190734863,37.20000076293945,44.900001525878906,4.20815896987915,16.0,123.4000015258789,29.450000762939453
2020-06-03,51.20000076293945,78.80000305175781,12.952380180358887,14.640000343322754,38.20000076293945,44.79999923706055,4.304235935211182,16.219999313354492,125.0,29.899999618530273
2020-06-04,51.5,78.55000305175781,12.971427917480469,14.779999732971191,39.20000076293945,44.5,4.342667102813721,16.020000457763672,126.0,30.049999237060547
2020-06-05,53.79999923706055,78.75,13.085714340209961,15.279999732971191,40.599998474121094,44.900001525878906,4.323451042175293,16.6200008392334,135.5,31.149999618530273
2020-06-08,55.29999923706055,78.6500015258789,13.085714340209961,15.739999771118164,41.400001525878906,45.20000076293945,4.313844203948975,16.719999313354492,139.8000030517578,31.700000762939453
2020-06-09,55.900001525878906,79.0,12.960000038146973,16.079999923706055,41.20000076293945,45.599998474121094,4.352273941040039,16.540000915527344,140.39999389648438,32.650001525878906
2020-06-10,55.79999923706055,79.8499984741211,13.0,16.15999984741211,40.400001525878906,46.0,4.342667102813721,16.6200008392334,139.8000030517578,31.299999237060547
2020-06-11,54.599998474121094,78.8499984741211,12.779999732971191,15.699999809265137,39.400001525878906,45.0,4.342667102813721,16.5,135.5,30.649999618530273
2020-06-12,52.04999923706055,78.30000305175781,12.539999961853027,15.680000305175781,37.349998474121094,44.29999923706055,4.294628143310547,16.540000915527344,129.5,29.549999237060547
2020-06-15,52.150001525878906,78.0,12.520000457763672,15.760000228881836,37.20000076293945,44.25,4.304235935211182,16.65999984741211,131.60000610351562,29.950000762939453
2020-06-16,52.5,77.55000305175781,12.5,15.84000015258789,37.79999923706055,44.099998474121094,4.313844203948975,17.100000381469727,132.8000030517578,30.200000762939453
2020-06-17,52.599998474121094,77.4000015258789,12.380000114440918,16.0,37.900001525878906,44.5,4.2754130363464355,17.719999313354492,133.60000610351562,30.25
2020-06-18,52.0,77.19999694824219,12.319999694824219,16.100000381469727,37.099998474121094,44.25,4.304235935211182,17.65999984741211,134.5,30.5
2020-06-19,52.599998474121094,77.80000305175781,12.359999656677246,17.399999618530273,37.650001525878906,44.20000076293945,4.294628143310547,18.280000686645508,136.60000610351562,31.299999237060547
2020-06-22,51.95000076293945,77.3499984741211,12.300000190734863,17.280000686645508,37.25,44.099998474121094,4.28502082824707,17.719999313354492,135.89999389648438,31.049999237060547
2020-06-23,51.099998474121094,77.3499984741211,12.220000267028809,17.3799991607666,37.45000076293945,43.900001525878906,4.333058834075928,17.940000534057617,134.8000030517578,30.5
2020-06-24,51.29999923706055,77.3499984741211,12.279999732971191,17.440000534057617,37.900001525878906,44.04999923706055,4.352273941040039,18.34000015258789,135.89999389648438,30.649999618530273
2020-06-26,50.20000076293945,76.44999694824219,12.079999923706055,16.459999084472656,37.29999923706055,43.5,4.313844203948975,18.3799991607666,134.60000610351562,29.899999618530273
2020-06-29,50.0,76.55000305175781,12.079999923706055,16.100000381469727,36.849998474121094,43.349998474121094,4.2754130363464355,18.260000228881836,132.3000030517578,29.899999618530273
2020-06-30,50.45000076293945,76.0999984741211,12.039999961853027,16.0,37.0,43.349998474121094,4.265804767608643,18.3799991607666,131.8000030517578,29.600000381469727
2020-07-02,51.400001525878906,77.44999694824219,12.220000267028809,16.299999237060547,37.29999923706055,43.75,4.265804767608643,18.8799991607666,133.10000610351562,30.649999618530273
2020-07-03,52.099998474121094,77.9000015258789,12.199999809265137,16.299999237060547,38.0,44.20000076293945,4.294628143310547,19.059999465942383,134.60000610351562,31.200000762939453
2020-07-06,53.95000076293945,78.5,12.279999732971191,16.3799991607666,39.45000076293945,44.54999923706055,4.294628143310547,19.479999542236328,136.89999389648438,31.75
2020-07-07,54.150001525878906,77.75,12.239999771118164,16.3799991607666,40.0,44.599998474121094,4.323451042175293,19.399999618530273,137.5,31.899999618530273
2020-07-08,53.25,76.44999694824219,12.140000343322754,15.479999542236328,38.54999923706055,44.349998474121094,4.265804767608643,19.299999237060547,134.6999969482422,31.100000381469727
2020-07-09,52.400001525878906,75.94999694824219,12.039999961853027,15.520000457763672,37.45000076293945,44.0,4.256197929382324,19.860000610351562,134.5,30.799999237060547
2020-07-10,51.04999923706055,75.5999984741211,11.920000076293945,15.0600004196167,36.900001525878906,43.75,4.2369818687438965,19.579999923706055,131.10000610351562,30.350000381469727
2020-07-13,51.25,74.30000305175781,11.800000190734863,15.020000457763672,37.79999923706055,43.45000076293945,4.2369818687438965,19.68000030517578,131.6999969482422,30.200000762939453
2020-07-14,51.79999923706055,74.0,11.600000381469727,14.800000190734863,37.0,43.150001525878906,4.265804767608643,19.139999389648438,129.10000610351562,30.0
2020-07-15,52.5,74.5,11.619999885559082,14.859999656677246,37.70000076293945,44.0,4.227375030517578,19.239999771118164,130.8000030517578,30.399999618530273
2020-07-16,51.75,73.75,11.5,15.180000305175781,37.79999923706055,42.900001525878906,4.227375030517578,19.079999923706055,130.6999969482422,30.0
2020-07-17,51.349998474121094,73.25,11.460000038146973,14.960000038146973,37.70000076293945,43.04999923706055,4.2369818687438965,18.760000228881836,130.6999969482422,29.799999237060547
2020-07-20,51.099998474121094,72.5,11.34000015258789,15.079999923706055,36.849998474121094,42.849998474121094,4.2369818687438965,18.719999313354492,129.89999389648438,29.399999618530273
2020-07-21,51.04999923706055,72.75,11.399999618530273,15.279999732971191,37.54999923706055,42.95000076293945,4.2754130363464355,18.760000228881836,129.5,29.700000762939453
2020-07-22,51.20000076293945,72.6500015258789,11.359999656677246,15.34000015258789,37.599998474121094,43.20000076293945,4.28502082824707,18.68000030517578,131.1999969482422,29.700000762939453
2020-07-23,50.45000076293945,72.6500015258789,11.260000228881836,14.739999771118164,36.849998474121094,42.650001525878906,4.265804767608643,18.540000915527344,128.1999969482422,29.399999618530273
2020-07-24,50.20000076293945,71.5999984741211,11.199999809265137,13.199999809265137,36.400001525878906,42.5,4.227375030517578,18.84000015258789,126.5999984741211,28.850000381469727
2020-07-27,50.0,72.0999984741211,11.079999923706055,13.260000228881836,36.150001525878906,43.29999923706055,4.2465901374816895,18.700000762939453,125.0,28.899999618530273
2020-07-28,50.650001525878906,72.3499984741211,11.0,13.460000038146973,35.400001525878906,43.400001525878906,4.2465901374816895,18.479999542236328,124.0,28.75
2020-07-29,50.099998474121094,72.0999984741211,10.960000038146973,13.34000015258789,35.79999923706055,43.20000076293945,4.2369818687438965,18.420000076293945,124.9000015258789,29.049999237060547
2020-07-30,51.900001525878906,73.25,11.279999732971191,13.380000114440918,36.650001525878906,43.400001525878906,4.217766761779785,18.799999237060547,127.69999694824219,29.700000762939453
2020-07-31,51.0,73.5,11.199999809265137,13.34000015258789,35.599998474121094,43.150001525878906,4.227375030517578,19.040000915527344,125.9000015258789,29.350000381469727
2020-08-03,50.900001525878906,74.30000305175781,11.15999984741211,13.279999732971191,35.20000076293945,43.400001525878906,4.227375030517578,18.719999313354492,122.5,28.950000762939453
2020-08-04,51.95000076293945,74.5,11.220000267028809,14.34000015258789,33.95000076293945,43.79999923706055,4.227375030517578,18.65999984741211,119.4000015258789,29.450000762939453
2020-08-05,51.75,74.55000305175781,11.220000267028809,14.220000267028809,34.04999923706055,43.95000076293945,4.323451042175293,18.559999465942383,119.80000305175781,29.5
2020-08-06,51.599998474121094,74.4000015258789,11.199999809265137,14.039999961853027,33.900001525878906,43.70000076293945,4.323451042175293,18.479999542236328,119.5,29.600000381469727
2020-08-07,50.349998474121094,74.4000015258789,11.039999961853027,14.199999809265137,33.349998474121094,42.95000076293945,4.9863810539245605,18.3799991607666,119.5999984741211,29.25
2020-08-10,50.20000076293945,74.44999694824219,11.0,13.960000038146973,33.45000076293945,42.95000076293945,4.842266082763672,18.479999542236328,119.19999694824219,29.149999618530273
2020-08-11,51.5,75.5,11.119999885559082,14.279999732971191,34.349998474121094,43.25,4.775012016296387,18.68000030517578,121.80000305175781,29.649999618530273
2020-08-12,52.54999923706055,76.30000305175781,11.399999618530273,14.359999656677246,35.95000076293945,43.95000076293945,4.6693267822265625,18.799999237060547,126.69999694824219,30.299999237060547
2020-08-13,52.599998474121094,76.30000305175781,11.420000076293945,14.420000076293945,36.0,44.099998474121094,4.736580848693848,18.860000610351562,127.19999694824219,30.5
2020-08-14,52.25,76.19999694824219,11.399999618530273,14.579999923706055,35.25,44.349998474121094,4.755796909332275,19.15999984741211,125.5999984741211,30.399999618530273
2020-08-17,52.75,76.80000305175781,11.399999618530273,14.760000228881836,35.150001525878906,44.95000076293945,4.726974010467529,19.139999389648438,125.5,30.600000381469727
2020-08-18,52.599998474121094,76.80000305175781,11.260000228881836,14.65999984741211,34.5,45.0,4.736580848693848,19.5,123.9000015258789,30.649999618530273
2020-08-19,52.54999923706055,76.5999984741211,11.199999809265137,14.65999984741211,34.25,45.0,4.726974010467529,19.31999969482422,123.69999694824219,30.350000381469727
2020-08-20,51.79999923706055,76.5,11.0,14.640000343322754,34.0,44.349998474121094,4.707757949829102,19.020000457763672,123.0,30.450000762939453
2020-08-21,51.599998474121094,75.75,11.199999809265137,14.640000343322754,34.0,44.04999923706055,4.7173662185668945,19.15999984741211,121.80000305175781,30.799999237060547
2020-08-24,52.099998474121094,76.3499984741211,11.359999656677246,15.359999656677246,34.099998474121094,44.70000076293945,4.7173662185668945,19.479999542236328,122.80000305175781,31.350000381469727
